"rcp","mgmt_scenario","feed_scenario","prop2maq","year","catch_mt","catch_ff_mt","catch_ff_mt_maq"
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2082,66630474.5003026,11993485.4100545,2542618.90693155
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2083,66304321.7490807,11934777.9148345,2530172.91794492
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2084,65997189.1939437,11879494.0549099,2518452.73964089
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2085,65709280.742355,11827670.5336239,2507466.15312827
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2086,65411872.0801219,11774136.9744219,2496117.03857745
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2087,65139942.3886302,11725189.6299534,2485740.20155013
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2088,64886976.7375705,11679655.8127627,2476087.03230569
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2089,64645451.4741855,11636181.2653534,2466870.42825492
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2090,64406630.7380719,11593193.5328529,2457757.02896482
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2091,64149978.3432888,11546996.101792,2447963.1735799
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2092,63885603.1696757,11499408.5705416,2437874.61695482
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2093,63616320.4166675,11450937.6750002,2427598.78710003
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2094,63347567.1595625,11402562.0887213,2417343.16280891
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2095,63083492.590557,11355028.6663003,2407266.07725565
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2096,62839446.1064996,11311100.2991699,2397953.26342403
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2097,62614514.560504,11270612.6208907,2389369.87562883
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2098,62410442.2054546,11233879.5969818,2381582.47456015
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2099,62230799.2090684,11201543.8576323,2374727.29781805
"RCP 6.0","BAU fisheries management","Reformed feed use",0.212,2100,62081527.955676,11174675.0320217,2369031.1067886
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2012,77094060.5545275,13876930.899815,2941909.35076077
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2013,71396440.0521625,12851359.2093892,2724488.15239052
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2014,70636082.4125798,12714494.8342644,2695472.90486405
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2015,70475543.9953775,12685597.9191679,2689346.7588636
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2016,70724816.8115542,12730467.0260798,2698859.00952891
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2017,71300511.4298058,12834092.057365,2720827.51616139
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2018,72113058.9557522,12980350.6120354,2751834.32975151
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2019,72932898.7424161,13127921.7736349,2783119.4160106
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2020,73915384.3420294,13304769.1815653,2820611.06649184
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2021,75100914.9527499,13518164.691495,2865850.91459694
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2022,76470718.2284437,13764729.2811199,2918122.60759741
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2023,78110454.9446989,14059881.8900458,2980694.96068971
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2024,80012985.4335071,14402337.3780313,3053295.52414263
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2025,82126536.5049009,14782776.5708822,3133948.63302702
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2026,84338460.9698643,15180922.9745756,3218355.67061003
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2027,86630464.5139516,15593483.6125113,3305818.52585239
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2028,88811817.5270725,15986127.1548731,3389058.95683309
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2029,90763493.2289895,16337428.7812181,3463534.90161824
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2030,92551337.7482354,16659240.7946824,3531759.04847267
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2031,93810335.4956962,16885860.3892253,3579802.40251577
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2032,94845038.651839,17072106.957331,3619286.67495418
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2033,95621964.6233423,17211953.6322016,3648934.17002674
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2034,96180420.1142278,17312475.620561,3670244.83155894
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2035,96513584.5659213,17372445.2218658,3682958.38703556
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2036,96723191.9558494,17410174.5520529,3690957.00503521
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2037,96797852.0892798,17423613.3760704,3693806.03572692
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2038,96769542.4890446,17418517.648028,3692725.74138194
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2039,96662256.8655806,17399206.2358045,3688631.72199056
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2040,96523893.7602115,17374300.8768381,3683351.78588967
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2041,96323398.9758157,17338211.8156468,3675700.90491713
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2042,96120045.3978205,17301608.1716077,3667940.93238083
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2043,95903803.0545675,17262684.5498222,3659689.1245623
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2044,95662628.5917109,17219273.146508,3650485.90705969
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2045,95388552.9774679,17169939.5359442,3640027.18162018
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2046,95019209.0068391,17103457.621231,3625933.01570098
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2047,94611065.8715999,17029991.856888,3610358.27366026
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2048,94150363.4579876,16947065.4224378,3592777.86955681
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2049,93648043.1112416,16856647.7600235,3573609.32512498
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2050,93125606.984366,16762609.2571859,3553673.16252341
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2051,92577898.8810371,16664021.7985867,3532772.62130038
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2052,92064330.2011136,16571579.4362005,3513174.8404745
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2053,91598830.1813777,16487789.432648,3495411.35972137
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2054,91187204.6275778,16413696.832964,3479703.72858837
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2055,90833215.0634301,16349978.7114174,3466195.4868205
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2056,90533173.7445443,16295971.274018,3454745.91009181
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2057,90281302.4526654,16250634.4414798,3445134.50159371
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2058,90055405.4897508,16209972.9881551,3436514.27348889
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2059,89836070.3967651,16170492.6714177,3428144.44634056
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2060,89603557.9213378,16128640.4258408,3419271.77027825
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2061,89338776.7927611,16080979.822697,3409167.72241176
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2062,89027717.3180718,16024989.1172529,3397297.69285762
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2063,88668992.5599869,15960418.6607976,3383608.7560891
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2064,88266398.3623759,15887951.7052277,3368245.76150826
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2065,87830396.9267411,15809471.4468134,3351607.94672444
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2066,87370155.7958481,15726628.0432527,3334045.14516956
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2067,86912745.0987214,15644294.1177699,3316590.35296721
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2068,86479307.5994691,15566275.3679044,3300050.37799574
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2069,86085187.7610089,15495333.7969816,3285010.7649601
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2070,85745081.1446403,15434114.6060353,3272032.29647948
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2071,85458658.615353,15382558.5507635,3261102.41276187
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2072,85193229.3374726,15334781.2807451,3250973.63151796
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2073,84906711.2542117,15283208.0257581,3240040.10146072
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2074,84566017.7504122,15221883.1950742,3227039.23735573
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2075,84138038.6378704,15144846.9548167,3210707.55442114
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2076,83598371.9050496,15047706.9429089,3190113.8718967
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2077,82975822.9009949,14935648.1221791,3166357.40190196
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2078,82318235.7506773,14817282.4351219,3141263.87624584
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2079,81668358.5946024,14700304.5470284,3116464.56397003
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2080,81069227.7721256,14592460.9989826,3093601.73178431
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2081,80553042.9382102,14499547.7288778,3073904.1185221
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2082,80097354.5882762,14417523.8258897,3056515.05108862
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2083,79646207.8615451,14336317.4150781,3039299.29199656
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2084,79139494.0933544,14245108.9368038,3019963.09460241
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2085,78507990.7819005,14131438.3407421,2995864.92823732
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2086,77692745.5984949,13984694.2077291,2964755.17203856
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2087,76691583.7981457,13804485.0836662,2926550.83773724
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2088,75547694.4289533,13598584.9972116,2882900.01940886
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2089,74311831.5120631,13376129.6721714,2835739.49050033
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2090,73048142.9595291,13148665.7327152,2787517.13533563
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2091,71852720.977889,12933489.77602,2741899.83251625
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2092,70661047.6367398,12718988.5746132,2696425.57781799
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2093,69463710.0390467,12503467.8070284,2650735.17509002
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2094,68252841.1605317,12285511.4088957,2604528.41868589
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2095,67017050.837298,12063069.1507136,2557370.65995129
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2096,65755360.4704588,11835964.8846826,2509224.55555271
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2097,64448266.0074752,11600687.8813455,2459345.83084526
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2098,63125217.1283379,11362539.0831008,2408858.28561737
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2099,61790762.8261527,11122337.3087075,2357935.50944599
"RCP 8.5","Reformed fisheries management","Reformed feed use",0.212,2100,60452617.4107162,10881471.1339289,2306871.88039293
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2012,77094060.5545275,13876930.899815,2941909.35076077
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2013,86452322.4384643,15561418.0389236,3299020.6242518
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2014,92252784.7594383,16605501.2566989,3520366.26642017
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2015,97601646.0677026,17568296.2921865,3724478.81394353
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2016,95944707.8001058,17270047.404019,3661250.04965204
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2017,95251224.9423402,17145220.4896212,3634786.7437997
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2018,95006081.5379679,17101094.6768342,3625432.07148886
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2019,95034405.2060105,17106192.9370819,3626512.90266136
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2020,95275289.2402682,17149552.0632483,3635705.03740863
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2021,95399938.6410423,17171988.9553876,3640461.65854218
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2022,95587360.7021507,17205724.9263871,3647613.68439407
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2023,95846517.9985602,17252373.2397408,3657503.12682506
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2024,96139186.3637321,17305053.5454718,3668671.35164002
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2025,96431763.7249432,17357717.4704898,3679836.10374383
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2026,96610108.7285245,17389819.5711344,3686641.74908049
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2027,96858503.2449093,17434530.5840837,3696120.48382574
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2028,97094404.8308965,17476992.8695614,3705122.48834701
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2029,97300655.1623816,17514117.9292287,3712993.00099648
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2030,97591683.538549,17566503.0369388,3724098.64383103
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2031,97548559.9384762,17558740.7889257,3722453.04725225
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2032,97536313.1716091,17556536.3708896,3721985.71062861
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2033,97467362.5010761,17544125.2501937,3719354.55304106
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2034,97334899.368797,17520281.8863835,3714299.75991329
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2035,97088725.4587858,17475970.5825814,3704905.76350726
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2036,96731645.2660562,17411696.1478901,3691279.58335271
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2037,96314983.6432041,17336697.0557767,3675379.77582467
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2038,95839665.9118335,17251139.86413,3657241.65119556
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2039,95309314.3026352,17155676.5744743,3637003.43378856
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2040,94764745.5585336,17057654.2005361,3616222.69051364
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2041,93961922.3949143,16913146.0310846,3585586.95858993
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2042,93193257.8356994,16774786.4104259,3556254.71901029
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2043,92462609.5882651,16643269.7258877,3528373.1818882
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2044,91762950.6292697,16517331.1132685,3501674.19601293
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2045,91094933.5270038,16397088.0348607,3476182.66339047
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2046,90277593.2177066,16249966.7791872,3444992.95718769
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2047,89523659.2673509,16114258.6681232,3416222.83764211
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2048,88775429.3855175,15979577.2893931,3387670.38535135
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2049,88018799.5262962,15843383.9147333,3358797.38992346
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2050,87266510.4775566,15707971.8859602,3330090.03982356
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2051,86417226.4804333,15555100.766478,3297681.36249334
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2052,85585198.886458,15405335.7995624,3265931.18950724
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2053,84780353.5268917,15260463.6348405,3235218.29058619
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2054,84009664.9093377,15121739.6836808,3205808.81294033
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2055,83285148.2102758,14991326.6778496,3178161.25570412
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2056,82493843.0477227,14848891.7485901,3147965.0507011
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2057,81794323.8655803,14722978.2958045,3121271.39871054
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2058,81155587.3751031,14608005.7275186,3096897.21423393
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2059,80562356.1407366,14501224.1053326,3074259.51033051
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2060,80000604.369973,14400108.7865952,3052823.06275817
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2061,79408943.7253595,14293609.8705647,3030245.29255972
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2062,78826912.9011796,14188844.3222123,3008034.99630901
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2063,78244214.6999923,14083958.6459986,2985799.23295171
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2064,77647873.1229309,13976617.1621276,2963042.83837104
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2065,77022697.9729172,13864085.6351251,2939186.15464652
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2066,76359697.1671848,13744745.4900933,2913886.04389977
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2067,75697316.6573225,13625516.9983181,2888609.60364343
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2068,75059474.3098555,13510705.375774,2864269.53966409
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2069,74468551.0505592,13404339.1891007,2841719.90808934
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2070,73945756.4523542,13310236.1614238,2821770.06622184
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2071,73485388.3777721,13227369.907999,2804202.42049578
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2072,73072794.8840691,13153103.0791324,2788457.85277608
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2073,72662692.4118515,13079284.6341333,2772808.34243625
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2074,72214841.1778948,12998671.4120211,2755718.33934847
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2075,71654638.7885175,12897834.9819331,2734341.01616983
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2076,71028449.9993778,12785120.999888,2710445.65197626
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2077,70325873.715729,12658657.2688312,2683635.34099222
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2078,69589436.3158958,12526098.5368612,2655532.88981458
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2079,68859770.1112697,12394758.6200285,2627688.82744605
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2080,68178020.8103959,12272043.7458713,2601673.27412471
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2081,67558200.0192285,12160476.0034611,2578020.91273376
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2082,67002959.6884829,12060532.7439269,2556832.94171251
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2083,66469981.8643151,11964596.7355767,2536494.50794226
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2084,65915189.4675869,11864734.1041656,2515323.63008312
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2085,65292295.0963957,11752613.1173512,2491553.98087846
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2086,64560304.36543,11620854.7857774,2463621.21458481
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2087,63735376.1345829,11472367.7042249,2432141.95329568
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2088,62849360.5549819,11312884.8998968,2398331.59877811
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2089,61942009.3438394,11149561.6818911,2363707.07656091
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2090,61058594.6584901,10990547.0385282,2329995.97216798
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2091,60250827.8205326,10845149.0076959,2299171.58963152
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2092,59485177.5177593,10707331.9531967,2269954.3740777
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2093,58749309.3787043,10574875.6881668,2241873.64589136
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2094,58027146.2141429,10444886.3185457,2214315.89953169
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2095,57300772.4089673,10314139.0336141,2186597.47512619
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2096,56465654.4371331,10163817.798684,2154729.373321
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2097,55606863.6347448,10009235.4542541,2121957.91630186
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2098,54739020.1653802,9853023.62976844,2088841.00951091
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2099,53852646.5038217,9693476.37068791,2055016.99058584
"RCP 8.5","BAU fisheries management","Reformed feed use",0.212,2100,52939687.6494791,9529143.77690624,2020178.48070412
